file_path,Semester,Case Name,Company Name,Brief Case Description,Detailed Case Description,Outcome,Programming Languages Used,Tech Stack,KPIs
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_Activision_Case.pdf,S22,**Case Name**: Activision,,"The HDAG team will work on a machine learning project for player clustering based on Activision’s user data within its Call of Duty mobile game. Currently, they have stable cluster analysis based on CoD franchise engagement, and Multiplayer mode preference/engagement. Other cohort definitions are mostly rule-based. In this project, they would like to explore cluster/segmentation analysis on more complex player behaviors, such as store content preference, engagement patterns, and spending patterns, etc. Successful outcome of this project will help Activision to: - Identify underserved player segments that we can focus our efforts on - Find more useful and stable segmentation to be included in our player profile, like device category clusters.","The HDAG team will work on a machine learning project for player clustering based on Activision’s user data within its Call of Duty mobile game. Currently, they have stable cluster analysis based on CoD franchise engagement, and Multiplayer mode preference/engagement. Other cohort definitions are mostly rule-based. In this project, they would like to explore cluster/segmentation analysis on more complex player behaviors, such as store content preference, engagement patterns, and spending patterns, etc. Successful outcome of this project will help Activision to: - Identify underserved player segments that we can focus our efforts on - Find more useful and stable segmentation to be included in our player profile, like device category clusters. Internal Partners: Director of Data Science and Product Analytics, Activision Mobile. Datasets: Activision-provided micro (player-level) user data, with variables associated with player experience. Data wrangling will be necessary for creating variables for in-game player experiences. Coding Languages: Python. Specific Skills 1. Data Management & Analytics: Wrangling, joining, reshaping data (management) and exploring, processing and deriving valuable insights from data (analytics) 2. Machine Learning: Using machine learning algorithms to gain insights into data. 3. Statistical Modeling: Perform data fitting analysis (Euclidean distance, k-means, spectral clustering, etc.) and model performance (goodness of fit, R^2, etc.) Expected Technical Difficulty: Intermediate / Advanced.","Successful outcome of this project will help Activision to:
-    Identify underserved player segments that we can focus our efforts on
-    Find more useful and stable segmentation to be included in our player profile, like device
category clusters",Python,Python,"**KPIs**: Identify underserved player segments, find more useful and stable segmentation to be included in player profile."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_Cinepolis_Case.pdf,S22,Cinepolis,Cinepolis,"The HDAG team will work to extract insights from Cinepolis’ promotional campaigns data (aka. challenges), working directly with the Cinepolis Head of Data Science and data science manager.","The HDAG team will work to extract insights from Cinepolis’ promotional campaigns data (aka. challenges), working directly with the Cinepolis Head of Data Science and data science manager. In particular, the client has expressed interest in the following questions and work. We note that some combination (rather than all) of these questions are likely to be explored over the semester. 1. Exploratory Data Analysis (EDA). - Customer analytics - Is there a particular profile of customers that frequently participate in challenges? That frequently accomplish challenges? How is the participation rate of the members changing over time? Is there a delayed effect of the challenges on customers? - Revenue analytics - What type of campaigns, customer targets, and length of campaigns seems to drive higher incremental revenue? - Factor analysis - What external factors play a role in campaign participation? (e.g. email subjects, movie content available, COVID cases, competitors, user’s geographic location, etc.) 2. Data Modeling and Visualization - Individual user model – what type of promotion will work best to maximize revenue given each individual user’s characteristics? - Holistic revenue model – what type of promotion will work best for the loyalty customer base as a whole? Internal Partners: Cinepolis Head of Data Science, Data Science Manager Datasets: Transactional, demographic, and tracking data for customers and specific campaigns. Coding Languages: Python (PySpark preferred but not necessary). Specific Skills 1. Data Analytics: Exploring, processing and deriving valuable insights from data 2. Data Visualization: Creating useful and interactive visualizations 3. Machine Learning: Training, testing, and deploying predictive models Expected Technical Difficulty: Intermediate","Cinepolis is a México-based multinational owner and operator of movie theatres. It is the world’s fourth largest movie theater circuit in the world, operating over 700 cinema complexes across 14 countries worldwide.",Python (PySpark preferred but not necessary),Python (PySpark preferred but not necessary),"**KPIs**: Customer participation rate, incremental revenue from campaigns, external factors affecting participation, effectiveness of promotions on individual users, overall revenue impact on loyalty customer base."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_CLF_Case.pdf,S22,Cambridge Local First,Cambridge Local First,"Cambridge Local First (CLF) is a non-profit network of 450+ local and independent businesses in Cambridge, Massachusetts. Their mission is to support, promote, and celebrate a “local economy community” by educating the public and government about the significant environmental, economic, and cultural benefits of a strong local economy.","The HDAG team will work on a set of 3 CLF strategic initiatives over the semester. 1. Data insights for State of Small Business Report. CLF is looking to better understand the welfare of small businesses in Cambridge and are drafting a State of Small Business Report and hope to use these data insights in the report itself, which will be shared with the public. 2. User engagement analysis. Review and generate visual insights (user engagement, etc.) from any/all of our three social media accounts (Instagram, Facebook, and Twitter) and our website (via Google Analytics and Jetpack) 3. Surveying businesses on the impacts of bicycle safety: CLF are looking to collect data from businesses on Mass Ave to assess the impact of protected bike lanes on business revenues. This would involve (1) creating a survey, (2) working to amplify the survey with affected businesses, and (3) generating insights from the survey.","Cambridge Local First (CLF) is a non-profit network of 450+ local and independent businesses in Cambridge, Massachusetts. Their mission is to support, promote, and celebrate a “local economy community” by educating the public and government about the significant environmental, economic, and cultural benefits of a strong local economy.",Any,Any,"**KPIs**: User engagement metrics from social media accounts, insights from the State of Small Business Report, survey results on the impact of bicycle safety on business revenues."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_Greystar_Case.pdf,S22,Greystar,Greystar,"The HDAG team will work to answer whether Greystar's data, combined with other publicly or commercially available data, can identify the most pertinent factors for rental pricing and provide actionable insights. Indeed, optimal rental pricing is foundational to Greystar's operational and financial success. The factors that drive rental prices are many and varied, and include obvious factors such as the broader economy, amenities, square footage, #bedrooms, #bathrooms, and location but may also include more subtle relationships. A rough outline of the project may look like: · Phase I of this project will identify candidate data and create a correlation matrix to determine the potential predictability of candidate variables. · Phase II of this project will involve a regression analysis or other applicable analysis to determine which, if any, candidate variables offer true predictive value and to what extent. · Phase III of this project will apply findings from Phase II to prescribe optimal pricing for each property. · Phase IV, if possible, will prescribe what enhancements could be applied to a specific property, or alternatively, what properties have the highest potential for enhancement given the pricing potential of that property's market factors.","The HDAG team will work to answer whether Greystar's data, combined with other publicly or commercially available data, can identify the most pertinent factors for rental pricing and provide actionable insights. Indeed, optimal rental pricing is foundational to Greystar's operational and financial success. The factors that drive rental prices are many and varied, and include obvious factors such as the broader economy, amenities, square footage, #bedrooms, #bathrooms, and location but may also include more subtle relationships. A rough outline of the project may look like: · Phase I of this project will identify candidate data and create a correlation matrix to determine the potential predictability of candidate variables. · Phase II of this project will involve a regression analysis or other applicable analysis to determine which, if any, candidate variables offer true predictive value and to what extent. · Phase III of this project will apply findings from Phase II to prescribe optimal pricing for each property. · Phase IV, if possible, will prescribe what enhancements could be applied to a specific property, or alternatively, what properties have the highest potential for enhancement given the pricing potential of that property's market factors.","The HDAG team will work to answer whether Greystar's data, combined with other publicly or commercially available data, can identify the most pertinent factors for rental pricing and provide actionable insights.","Python, SQL, R","Python, SQL, MSFT Office, R","**KPIs**: Identify the most pertinent factors for rental pricing, provide actionable insights, determine potential predictability of candidate variables, assess true predictive value of candidate variables, prescribe optimal pricing for each property, recommend enhancements for specific properties."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_HP_Case.pdf,S22,HP,HP Inc.,"HP is targeting an audience that prefers paper documents with the hope of helping them to slowly transfer physical documents to digital documents using HP products. This project is a continuation of HDAG's engagement from last semester where a case team worked to build an NLP model, using TF-IDF/raw text NLP featurization to try to predict whether a form requires a signature. The previous team has already extracted the most common words (unigrams) and pairs of words (bigrams) from a sample dataset and applied Tf-Idf vectorization to implement basic NLP models to detect forms that require a signature. The case for this semester would build upon this progress by performing two main tasks. The first task would be to expand the dataset of scanned forms so that the model has more data to work with, which would hopefully improve the accuracy of the NLP classifier. The second task would be to experiment with more classification techniques including bootstrapping and decision trees. The second part of the project has more freedom and would allow the case team to explore many different and complex ways of classifying documents.","HP is targeting an audience that prefers paper documents with the hope of helping them to slowly transfer physical documents to digital documents using HP products. This project is a continuation of HDAG's engagement from last semester where a case team worked to build an NLP model, using TF-IDF/raw text NLP featurization to try to predict whether a form requires a signature. The previous team has already extracted the most common words (unigrams) and pairs of words (bigrams) from a sample dataset and applied Tf-Idf vectorization to implement basic NLP models to detect forms that require a signature. The case for this semester would build upon this progress by performing two main tasks. The first task would be to expand the dataset of scanned forms so that the model has more data to work with, which would hopefully improve the accuracy of the NLP classifier. The second task would be to experiment with more classification techniques including bootstrapping and decision trees. The second part of the project has more freedom and would allow the case team to explore many different and complex ways of classifying documents.",The project aims to enhance an NLP model for predicting whether forms require signatures by expanding the dataset of scanned forms and experimenting with various classification techniques.,Python,"Python, Natural Language Processing, Pandas, Numpy, scikit-learn",**KPIs**: Improve the accuracy of the NLP classifier by expanding the dataset of scanned forms and experimenting with more classification techniques including bootstrapping and decision trees.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S21_IDEO_Case.pdf,S21,Case Name: HUDAG partnership,IDEO,,Analyze which types of messaging campaigns will best promote uptake of the COVID-19 vaccine,Outcome: Analyze which types of messaging campaigns will best promote uptake of the COVID-19 vaccine,**Programming Languages Used**: None specified.,"Tech Stack: Data Analytics, Marketing Analytics, Research",**KPIs**: Analyze which types of messaging campaigns will best promote uptake of the COVID-19 vaccine.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_Siemens_Case.pdf,S22,Siemens Energy,Siemens Energy,"Siemens Energy is looking to develop analytics that predict and identify power outages based on internet history and weather data. The project involves creating a database of Google searches related to power outages, developing a NLP/ML model to identify important keywords for predicting outages, and correlating weather data with outage history to create a predictive ML model.","Siemens Energy is mostly looking to develop analytics that predict and identify power outages based on internet history and weather data. An HDAG team will attempt to tackle all three goals over the course of the semester, but the client understands that potentially only the first two goals may be attainable in the given time frame:

1. Create a database of the Google (or other web engine) searches that could be emblematic of a power outage. Compare this to a known database of outages over the past couple of years.
2. Create a NLP/ML model that determines the most important keywords to predict an outage. This model should be able to determine the most relevant keywords by comparing the two databases that were created above.
3. Correlate weather data to outage history. Find a suitable weather dataset that is interpretable and powerful enough to predict outage history. Create a ML model that bridges the connection between these two data sources.","Siemens Energy is looking to develop analytics that predict and identify power outages based on internet history and weather data. The project has three goals: creating a database of Google searches related to power outages, developing an NLP/ML model to identify important keywords for predicting outages, and correlating weather data to outage history to create a predictive ML model.",Any,"**Tech Stack**: NLP, ML, Time series analysis, regressions, geospatial neural networks",**KPIs**: Not explicitly mentioned in the document.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S23_Bluebonnet_Case.pdf,S23,**Case Name**: Bluebonnet Data,Bluebonnet Data,"Bluebonnet Data is a nonprofit organization whose mission is to “democratize” data. They recruit, train, and organize people with skills in coding and data science to volunteer on teams for progressive campaigns and causes. The project HDAG will engage with Bluebonnet Data to invent a new matching algorithm that takes into account both ranking preferences and team composition (skill sets, time zones, etc.), implement this algorithm in Python, and utilize it to match real teams for Bluebonnet's next engagement cycle on April 20th.","Bluebonnet Data is a nonprofit organization whose mission is to “democratize” data. They recruit, train, and organize people with skills in coding and data science to volunteer on teams for progressive campaigns and causes. A pillar of the Bluebonnet Data organization is their ability to quickly match teams of data analysts to provide direct support to progressive campaigns and organizations. These matches are extremely important in ensuring a positive experience for both the analysts and the client, and must take into account both the analysts’ skill sets and interest in the subject. Currently, Bluebonnet has an algorithm that gives team match recommendations. However, it is not particularly robust. It requires a group to spend hours sifting through the automatically generated matches to take into account factors that the algorithm cannot. As the organization grows, this model is becoming less and less feasible. Bluebonnet believes that it is time to overhaul their recommendation algorithm completely, as well as determine a method for automatically adjusting the suggested matches. Broadly, the project HDAG will engage with Bluebonnet Data would consist of: 1. The HDAG team will work to invent a new matching algorithm that takes into account both ranking preferences and team composition (skill sets, time zones, etc.). 2. The team will implement this algorithm in Python. 3. The group will utilize this algorithm to match real teams for Bluebonnets next engagement cycle, on April 20th. Internal Partners: ● Jake Jackson (Technical Director) ● Mariam Ahmed (Operations Manager) ● John Attisha (Deputy Data Director) Coding Languages: Python Specific Skills 1. Algorithms: Creating matching algorithms using mathematical tools 2. Model Creation: Implementing a model that matches teams of analysts based on preferences and skill sets Expected Technical Difficulty: Intermediate","The outcome of the project is to invent a new matching algorithm that takes into account both ranking preferences and team composition, implement this algorithm in Python, and utilize it to match real teams for Bluebonnet's next engagement cycle on April 20th.",Python,Python,"**KPIs**: The project aims to develop a new matching algorithm that effectively considers ranking preferences and team composition, implement it in Python, and utilize it to match real teams for Bluebonnet's next engagement cycle on April 20th."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_Roche_Case.pdf,S22,**Case Name**: Immersive Patient Experience Project,Roche,"The Immersive Patient Experience Project is meant to improve the quality of life for volunteers who participate in clinical trials. The project aims to address the challenges faced by volunteers, such as taking time off work and dealing with additional effects, which often lead to dropouts or lack of participation. It seeks to bridge the gap in understanding between clinical trial designers and the volunteers' experiences by using a VR experience that simulates the patient journey. This will help healthcare providers empathize with volunteers and find solutions to improve clinical trial design. The project consists of two parts: providing recommendations for VR data sources and assisting in coding the VR experience while analyzing the data collected from the MVP.","The Immersive Patient Experience Project is meant to improve the quality of life for volunteers who participate in clinical trials. Often, it is difficult to source volunteers for a clinical trial because of the difficulty they must go through in order to take time out of their schedule to participate. Clinical trials often require volunteers to take time off from work, miss work days, and deal with the additional effects, causing many volunteers to drop out or not participate at all.

However, there is currently a gap in the understanding of the individuals who design clinical trials in regards to the problems that volunteers face. Additionally, even if those who design the trials know the problem, it is still difficult to apply that understanding to designing a better clinical trial. To fix this problem, this project is meant to use a VR experience that simulates the patient experience and allows for the individuals who design clinical trials to better understand and fix the issues that many volunteers face. The VR experience is meant to allow for healthcare providers to empathize with the volunteers and find solutions from a more personal perspective.

The first part of the project will focus on more pure consulting work where we provide recommendations on what sources to collect the VR data from and an overview of the VR space in healthcare as the Roche team separately builds out the MVP for the Immersive VR Patient Product. The second part of the project will focus on helping to code the VR experience and analyze the data collected from the MVP.",The Immersive Patient Experience Project is meant to improve the quality of life for volunteers who participate in clinical trials.,Python,Python,**KPIs**: Not explicitly mentioned in the document.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S23_Compassion_Case.pdf,S23,**Case Name**: Compassion A,Compassion International,"This case is a continuation of work done last semester by an HDAG case team. Compassion supports specific partner churches or communities through Complementary Interventions (CIVs). While CIVs are well-documented, there is a gap in the categorization available for analytics. Building upon the work from last semester, HDAG will develop a model to measure how CIV sub-categories determined by the Fall 2022 team align with a set of 22 outcome measures provided by Compassion. Then, HDAG will use this model to identify geographic need clusters where children are widely underserved.","This case is a continuation of work done last semester by an HDAG case team. Compassion supports specific partner churches or communities through Complementary Interventions (CIVs). While CIVs are well-documented, there is a gap in the categorization available for analytics. Building upon the work from last semester, HDAG will develop a model to measure how CIV sub-categories determined by the Fall 2022 team align with a set of 22 outcome measures provided by Compassion. Then, HDAG will use this model to identify geographic need clusters where children are widely underserved.","Compassion International is an American child sponsorship and humanitarian aid organization headquartered in Colorado Springs, Colorado, that aims to positively influence the long-term development of children globally who live in poverty.","Python, R","**Tech Stack**: Python, R (optional)",**KPIs**: 22 outcome measures provided by Compassion; correlation analysis framework for completed CIVs with outcome survey results; visual representation of geographic need clusters.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S23_Roche_Case.pdf,S23,Roche A,Roche,Develop machine learning models to predict future service activities for any given customer/instrument/geography during a specific time interval.,"Roche engineers regularly onsite complete customer “service activities” onsite to perform both planned and unplanned maintenance on medical instruments. The objective of this case is to develop machine learning models to predict future service activities for any given customer/instrument/geography during a specific time interval (e.g. month, week, day). This will afford Roche the opportunity to better plan how/when service could be performed and better accommodate future staffing levels to meet the demands of future service activities.

Exploratory data analysis (EDA) will be conducted to identify and quantify the likelihood of predictive characteristics, attributes, and model focus areas. Unsupervised clustering will also be performed to identify additional patterns. Time series modeling will be leveraged to predict the likelihood of future service activities. The predicted likelihood of future service activity over time will be reported by customer and by instrument, and the predicted volume of future service activity will be reported based on geographic region.","The outcome of the project is to develop machine learning models to predict future service activities for Roche's medical instruments, allowing better planning and staffing to meet service demands.",Python,**Tech Stack**: Python,"**KPIs**: The predicted likelihood of future service activity over time will be reported by customer and by instrument, and the predicted volume of future service activity will be reported based on geographic region."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S23_CincyTech_Case.pdf,S23,CincyTech,CincyTech,"The project goal is to analyze the VC round, deal type, deal amount, total invested capital, pre-money valuation, and post valuation for each company in multiple sectors. The data will be compiled over the last 10 years by quarters, grouping the companies by industry and analyzing the general trends and casual relationships between the features provided by Pitchbook. A model will be developed to find the determinants of a “successful” exit backed by a VC firm, focusing on the variance between pre-money and post valuation, and understand the changes throughout history. Exploratory data analysis will be conducted to quantify the information based on each category bucket.","The project goal is to analyze the VC round, deal type, deal amount, total invested capital, pre-money valuation, and post valuation for each company in multiple sectors. The data will be compiled over the last 10 years by quarters, grouping the companies by industry and analyzing the general trends and casual relationships between the features provided by Pitchbook.

A model will be developed to find the determinants of a “successful” exit backed by a VC firm, focusing on the variance between pre-money and post valuation, and understand the changes throughout history. Exploratory data analysis will be conducted to quantify the information based on each category bucket.","The project goal is to analyze the VC round, deal type, deal amount, total invested capital, pre-money valuation, and post valuation for each company in multiple sectors.",Python,Python,"KPIs: VC round, deal type, deal amount, total invested capital, pre-money valuation, post valuation, determinants of a “successful” exit, variance between pre-money and post valuation, trends and causal relationships between features."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S23_CVC_Case.pdf,S23,Cambridge Volunteer Clearinghouse (CVC),Cambridge Volunteer Clearinghouse (CVC),"The goal of this project will be to measure and quantify the decline in volunteerism in the Cambridge community, and more broadly in other communities. The work will help nonprofits take informed action to counter the trend by adjusting program structure or offering volunteer roles to accommodate permanent changes in volunteer expectations and needs.","The goal of this project will be to measure and quantify the decline in volunteerism in the Cambridge community, and more broadly in other communities. The work will help nonprofits take informed action to counter the trend by adjusting program structure or offering volunteer roles to accommodate permanent changes in volunteer expectations and needs. The HDAG team will begin by designing surveys to investigate volunteerism decline in the local Cambridge community, leveraging statistical inference techniques for proper survey design and implementing qualitative analysis on responses. The websites of other volunteer agencies will be scraped to capture a more granular view of the volunteerism landscape in the Boston community.

The team will then consider more broadly the trends in volunteerism across the US by analyzing large-scale data from AmeriCorps, an independent government agency supporting national service and volunteerism. Longitudinal modeling and trend analysis will be techniques particularly relevant to this endeavor. The team will in particular seek to characterize and quantify the overall reduction in volunteerism due to the pandemic.","The goal of this project will be to measure and quantify the decline in volunteerism in the Cambridge community, and more broadly in other communities. The work will help nonprofits take informed action to counter the trend by adjusting program structure or offering volunteer roles to accommodate permanent changes in volunteer expectations and needs. The HDAG team will begin by designing surveys to investigate volunteerism decline in the local Cambridge community, leveraging statistical inference techniques for proper survey design and implementing qualitative analysis on responses. The websites of other volunteer agencies will be scraped to capture a more granular view of the volunteerism landscape in the Boston community. The team will then consider more broadly the trends in volunteerism across the US by analyzing large-scale data from AmeriCorps, an independent government agency supporting national service and volunteerism. Longitudinal modeling and trend analysis will be techniques particularly relevant to this endeavor. The team will in particular seek to characterize and quantify the overall reduction in volunteerism due to the pandemic.",Python,**Tech Stack**: Python,**KPIs**: Measure and quantify the decline in volunteerism in the Cambridge community and other communities; adjust program structure or volunteer roles based on findings; analyze trends in volunteerism across the US; characterize and quantify the overall reduction in volunteerism due to the pandemic.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S24_CAC_Case.pdf,S24,Coaching Association of Canada,Coaching Association of Canada,"The main goals are: 1) to support the CAC in a holistic evaluation of its current E-Learning modules available for its coaches and 2) to help them analyze and find key insights from their to-be completed coaching demographics survey. More specifically, the project will: Conduct a thorough demographic analysis of current E-Learning users based on existing datasets to provide suggestions for pricing, user retention, and target audience; Analyze and suggest improvements to the User Experience (UX) and accessibility of the E-Learning platform; (2nd half of the semester) Analyze the completed coaching demographics survey to generate visualizations, insights, and potential recommendations for the CAC.","The main goals are: 1) to support the CAC in a holistic evaluation of its current E-Learning modules available for its coaches and 2) to help them analyze and find key insights from their to-be completed coaching demographics survey. More specifically, the project will:

●     Conduct a thorough demographic analysis of current E-Learning users based on existing datasets to
provide suggestions for pricing, user retention, and target audience
●     Analyze and suggest improvements to the User Experience (UX) and accessibility of the E-Learning
platform
●     (2nd half of the semester) Analyze the completed coaching demographics survey to generate
visualizations, insights, and potential recommendations for the CAC","The main goals are: 1) to support the CAC in a holistic evaluation of its current E-Learning modules available for its coaches and 2) to help them analyze and find key insights from their to-be completed coaching demographics survey. More specifically, the project will:

●     Conduct a thorough demographic analysis of current E-Learning users based on existing datasets to
provide suggestions for pricing, user retention, and target audience
●     Analyze and suggest improvements to the User Experience (UX) and accessibility of the E-Learning
platform
●     (2nd half of the semester) Analyze the completed coaching demographics survey to generate
visualizations, insights, and potential recommendations for the CAC",Python,Python,"**KPIs**: Support the CAC in a holistic evaluation of E-Learning modules, conduct demographic analysis of E-Learning users, analyze and suggest improvements to User Experience (UX) and accessibility, generate visualizations and insights from coaching demographics survey."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S24_CocaCola_Case.pdf,S24,Coca-Cola,Coca-Cola,"The objective of this case is to conduct a thorough analysis of the market fit for Coca-Cola by leveraging both internal company data and external market information. This analysis will encompass various aspects including brand performance, distribution channels, engagement models, competitive landscape, and financial performance. The key focus is to identify strengths and weaknesses in their Asia-Pacific region and to provide valuable insights for informed decision-making.","The objective of this case is to conduct a thorough analysis of the market fit for Coca-Cola by leveraging both internal company data and external market information. This analysis will encompass various aspects including brand performance, distribution channels, engagement models, competitive landscape, and financial performance. The key focus is to identify strengths and weaknesses in their Asia-Pacific region and to provide valuable insights for informed decision-making.","The outcome of the project is to utilize predictive analysis techniques, including machine learning, to create an interactive dashboard that provides data visualizations displaying key performance metrics with user-tweaked input values to simulate possible future outcomes.","Python/Excel, Tableau","Python/Excel, Tableau (optional)","- Industry market research and analyze brand performance to assess market recognition
- Assess the revenue generated to identify areas of improvement and optimization"
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S24_Eckerd_Case.pdf,S24,Eckerd Connects,Eckerd Connects,"Using internal data sources from Eckerd Connects, HDAG would help to determine factors contributing to effective recruitment and retention for Job Corps, a program that provides education and career training to low-income individuals. Specific project tasks may include exploratory analysis to determine students’ prospects when entering the program, factors contributing to success, reasons for leaving, etc., and a dashboard for monitoring students during the program and shortly after leaving (90 days).","Using internal data sources from Eckerd Connects, HDAG would help to determine factors contributing to effective recruitment and retention for Job Corps, a program that provides education and career training to low-income individuals. Specific project tasks may include exploratory analysis to determine students’ prospects when entering the program, factors contributing to success, reasons for leaving, etc., and a dashboard for monitoring students during the program and shortly after leaving (90 days).","Outcome: Eckerd Connects is a non-profit organization committed to providing solutions for struggling families and sharing these solutions. They focus on effective recruitment and retention for Job Corps, analyzing factors contributing to success and reasons for leaving, and developing a monitoring dashboard for students.",Python,Python,"**KPIs**: Factors contributing to effective recruitment and retention for Job Corps, students’ prospects when entering the program, factors contributing to success, reasons for leaving, monitoring students during the program and shortly after leaving (90 days)."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S23_TrueValue_Case.pdf,S23,True Value,True Value,"True Value currently sets wholesale prices (price to their customers) using a rule-based framework that positions price within “acceptable bands” from its primary competitors. The project goal is to model demand for True Value’s products over 2021 and 2022 and estimate demand elasticities with respect to certain variables within the model. A rough outline of the project may look like: Exploratory Data Analysis: Capture correlative factors for True Value’s demand, including, but not limited to, comprehensive order history data, competitor pricing, and industry trends; Demand Modeling: Developing a model to predict the responsiveness of demand to pricing variables based on historic order activity and other related datasets; Recommendations for future alterations to their pricing model based on simulated scenarios outlining expected demand response to proposed True Value initiatives to maximize profitability and growth.","True Value currently sets wholesale prices (price to their customers) using a rule-based framework that positions price within “acceptable bands” from its primary competitors. The project goal is to model demand for True Value’s products over 2021 and 2022 and estimate demand elasticities with respect to certain variables within the model. A rough outline of the project may look like: ● Exploratory Data Analysis: Capture correlative factors for True Value’s demand, including, but not limited to, comprehensive order history data, competitor pricing, and industry trends ● Demand Modeling: Developing a model to predict the responsiveness of demand to pricing variables based on historic order activity and other related datasets ● Recommendations for future alterations to their pricing model based on simulated scenarios outlining expected demand response to proposed True Value initiatives to maximize profitability and growth. Internal Partners: ● Ron Byczynski (Division Vice President, Infrastructure, DevOps and QA) Datasets: 1. Order History: data pertaining to True Value sales, before and after changing and rolling out initiatives that affect different variables in their demand model 2. Competitor Data: various referential attributes associated with competitors in the industry and their product/sales information 3. Industry Trends: HDAG will supplement any data provided by True Value with publicly available data on the economy and hardware industry that is expected to influence True Value’s demand Coding Languages: Python Specific Skills 1. Data Analysis: Analyzing the provided dataset to come up with useful interpretations and outtakes. Communicating the limits and findings of any model(s) to the client 3. NLP and Model Creation: Creating a group of models using NLP and other Machine Learning methods to derive insights from the datasets. Expected Technical Difficulty: Intermediate/Advanced",The project goal is to model demand for True Value’s products over 2021 and 2022 and estimate demand elasticities with respect to certain variables within the model.,Python,Python,"**KPIs**: Demand elasticities, pricing responsiveness, profitability, growth"
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S24_CTT_Case.pdf,S24,"CTT Correios de Portugal, S.A.","CTT Correios de Portugal, S.A.","CTT seeks a collaboration with HDAG to optimize its operational capabilities. Through a series of consultations, CTT has expressed an interest in utilizing predictive modeling to optimize and understand its operational/delivery capabilities. The broader objective is to integrate dynamic, data-driven strategies to improve service efficiency, ensure timely deliveries, and subsequently enhance customer satisfaction.","CTT seeks a collaboration with HDAG to optimize its operational capabilities. Through a series of consultations, CTT has expressed an interest in utilizing predictive modeling to optimize and understand its operational/delivery capabilities. The broader objective is to integrate dynamic, data-driven strategies to improve service efficiency, ensure timely deliveries, and subsequently enhance customer satisfaction. HDAG will work on:

1. Predictive modeling with feature importance
2. Capacity visualization
3. Creating an operational dashboard

Internal Partners: Chief Data Officer

Datasets:

1. Historical data on delivery capacity at various stations across Portugal and Spain
2. Information on the number of vehicles, personnel, volume of parcels handled, space, weight, etc., at each delivery point.
3. Any additional data on the resources required to handle the parcels.

Coding Languages: Python

Specific Skills
1. Modeling and prediction
2. Data visualization
3. Dashboarding

Expected Technical Difficulty: Medium","CTT seeks a collaboration with HDAG to optimize its operational capabilities. Through a series of consultations, CTT has expressed an interest in utilizing predictive modeling to optimize and understand its operational/delivery capabilities. The broader objective is to integrate dynamic, data-driven strategies to improve service efficiency, ensure timely deliveries, and subsequently enhance customer satisfaction. HDAG will work on:

1. Predictive modeling with feature importance
2. Capacity visualization
3. Creating an operational dashboard",Python,Python,**KPIs**: Revenue of EUR 715.42 million for the first nine months of 2023.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S24_Guideline_Case.pdf,S24,Case Name: Guideline Central Sourcing Project,Guideline Central,"Guideline Central maintains the largest healthcare guideline library in the world; they work with medical societies across the globe to offer guidelines online, in their mobile app, and via their APIs AI-driven search to help the public find the right medical information at the right time.","Guideline Central maintains the largest healthcare guideline library in the world; they work with medical societies across the globe to offer guidelines online, in their mobile app, and via their APIs AI-driven search to help the public find the right medical information at the right time. This project has two components: 1. Guidelines Review and Public Comment System 2. Guidelines extraction chatbot. Internal Partners: Vice President. Datasets: Internal Guideline Central data. Coding Languages: Python, Microsoft Word macros. Specific Skills: Document analysis, Natural language processing, Large language models, retrieval augmented generation. Expected Technical Difficulty: Medium/Advanced.","Guideline Central maintains the largest healthcare guideline library in the world; they work with medical societies across the globe to offer guidelines online, in their mobile app, and via their APIs AI-driven search to help the public find the right medical information at the right time.","Python, Microsoft Word macros","Python, Microsoft Word macros",**KPIs**: Not provided in the document.
